how do I stay safe,COVID_Prevention
How do I protect myself?,COVID_Prevention
how do i prevent catching the disease,COVID_Prevention
how do I ensure my family is safe?,COVID_Prevention
How do I avoid covid-19?,COVID_Prevention
How do I avoid Coronavirus,COVID_Prevention
How can I protect my family from the spread of coronavirus?,COVID_Prevention
prevent the spread of the virus,COVID_Prevention
Should I avoid people?,COVID_Prevention
What are some good tips for prevention?,COVID_Prevention
What can I do when I'm in quarantine?,COVID_Quarantine
What exactly is home quarantine?,COVID_Quarantine
What if I break quarantine?,COVID_Quarantine
Who is responsible for quarantined people?,COVID_Quarantine
What should I do in quarantine?,COVID_Quarantine
What should I do if I have been quarantined?,COVID_Quarantine
Are people in quarantine checked?,COVID_Quarantine
How does Quarantine work?,COVID_Quarantine
How long do I have to be stuck at home?,COVID_Quarantine
How long do I have to self isolate if I have tested positive?,COVID_Quarantine
How long do I have to stay in quarantine?,COVID_Quarantine
How long does it take to quarantine?,COVID_Quarantine
How long should I be in quarantine?,COVID_Quarantine
How long should I quarantine?,COVID_Quarantine
How long should you self-quarantine?,COVID_Quarantine
how long will we have to self quarantine?,COVID_Quarantine
If I have Covid how long do I have to self isolate,COVID_Quarantine
A colleague is breaking quarantine what should I do?,COVID_Quarantine
"if i have symptoms, how long should i quarantine for?",COVID_Quarantine
"If infected, how long should individuals self-quarantine?",COVID_Quarantine
Is anyone checking for compliance with those ordered to quarantine?,COVID_Quarantine
Should I see a doctor if I am showing the symptoms?,COVID_See_Doctor
Should I see a doctor if I am not feeling well?,COVID_See_Doctor
Should I make an appointment with my Dr?,COVID_See_Doctor
Should I go to the hospital,COVID_See_Doctor
should i go to the ER if i have a cough,COVID_See_Doctor
should i go to the doctor now,COVID_See_Doctor
"If I think I have COVID-19, should I see my Dr?",COVID_See_Doctor
"I'm coughing, should I go to the doctor?",COVID_See_Doctor
I suspect I have the virus who can I call?,COVID_See_Doctor
i have a fever. should i go to the hospital?,COVID_See_Doctor
I am coughing.  Should I call my doctor?,COVID_See_Doctor
"I have a cough but am breathing fine, should I go to the hospital or wait?",COVID_See_Doctor
I have fever,COVID_See_Doctor
how do i know whether to go to the doctor?,COVID_See_Doctor
Do I have to go to the hospital if I get COVID,COVID_See_Doctor
can I go to the hospital?,COVID_See_Doctor
When should I go to the hospital?,COVID_See_Doctor
Where should I go if I suspect I have coronavirus?,COVID_See_Doctor
Who should I call if I have symptoms?,COVID_See_Doctor
When should I go to the doctor?,COVID_See_Doctor
when should I go to a doctor?,COVID_See_Doctor
when should I call a doctor,COVID_See_Doctor
When do i call a doctor,COVID_See_Doctor
when did I need to call the doctor?,COVID_See_Doctor
Will I poop a lot if I have the virus?,COVID_Symptoms
Will I throw up if I have the virus?,COVID_Symptoms
Will my head hurt if I have covid 19?,COVID_Symptoms
what are the symptoms of coronavirus,COVID_Symptoms
what are the symptoms I should look out for,COVID_Symptoms
what are the symptoms,COVID_Symptoms
what are the most common symptoms of COVID?,COVID_Symptoms
What are the first symptoms for COVID?,COVID_Symptoms
what are the early symptoms of covid-19?,COVID_Symptoms
what are the COVID-19 symptoms?,COVID_Symptoms
what are the covid symtoms,COVID_Symptoms
what are the common symptoms,COVID_Symptoms
what are symtoms?,COVID_Symptoms
What are symptoms?,COVID_Symptoms
what are symptoms of coronavirus,COVID_Symptoms
what are symptoms,COVID_Symptoms
what are my symptoms,COVID_Symptoms
what are covid 19 symptoms,COVID_Symptoms
Wet cough,COVID_Symptoms
temperature,COVID_Symptoms
tell me about the symptoms,COVID_Symptoms
Symptoms,COVID_Symptoms
should I get tested if I have a cough?,COVID_Symptoms
rhinitis,COVID_Symptoms
my throat hurts and I have a headache as well,COVID_Symptoms
my throat and head hurt,COVID_Symptoms
My husband has coronavirus symptoms,COVID_Symptoms
My girlfriend has symptoms of covid-19,COVID_Symptoms
my eyes are burning,COVID_Symptoms
My child is coughing. Should I be worried?,COVID_Symptoms
my child has a high fever and is coughing. what should I do?,COVID_Symptoms
Is rash a symptom of covid-19?,COVID_Symptoms
Is a headache a symptom of the coronavirus?,COVID_Symptoms
If I only have a sore throat is it Coronavirus?,COVID_Symptoms
I'm having respiratory problems,COVID_Symptoms
I'm afraid I have covid-19,COVID_Symptoms
I think i'm infected,COVID_Symptoms
I think I might have the virus.,COVID_Symptoms
I think I have covid 19,COVID_Symptoms
I think I feel symptoms of the disease,COVID_Symptoms
I have traveled recently. What do I do?,COVID_Symptoms
"I have sore throat, is it coronavirus?",COVID_Symptoms
I have sore throat,COVID_Symptoms
I have illness symptoms,COVID_Symptoms
"I have headache and sore throat, what should I do ?",COVID_Symptoms
I have an irritating cough,COVID_Symptoms
I have a temperature and cough. Do I have the coronavirus?,COVID_Symptoms
i have a sore throat,COVID_Symptoms
I have a fever,COVID_Symptoms
I have a burning feeling in my chest,COVID_Symptoms
I feel congested and have a fever,COVID_Symptoms
I can not breath very well,COVID_Symptoms
how to distinguish it from a common cold.,COVID_Symptoms
How do I know if I'm sick with covid-19?,COVID_Symptoms
how do I know if i have this thing,COVID_Symptoms
how do i know if i have this issue,COVID_Symptoms
how do i know if I got this thing,COVID_Symptoms
how do i know if i got this,COVID_Symptoms
How do I know if I am infected with Covid,COVID_Symptoms
how can one know if they have been infected?,COVID_Symptoms
Hi what are the symptoms?,COVID_Symptoms
do I have covid?,COVID_Symptoms
Do I have coronavirus?,COVID_Symptoms
am i sick,COVID_Symptoms
how do i know if im sick,COVID_Symptoms
What are the symptoms of covid?,COVID_Symptoms
What are the symptoms of the disease?,COVID_Symptoms
What are the symptoms?,COVID_Symptoms
what are the types of symptoms,COVID_Symptoms
what are the symptoms of COVID-19,COVID_Symptoms
what is the first symptom,COVID_Symptoms
what symptoms are typical with this disease,COVID_Symptoms
What to do if I think I have covid?,COVID_Symptoms
where do I get a test,COVID_Testing_Locations
where can i get tested,COVID_Testing_Locations
Where can I test,COVID_Testing_Locations
where can I order a coronavirus test,COVID_Testing_Locations
Where can I go to get tested for COVID?,COVID_Testing_Locations
where can I get tested in new mexico,COVID_Testing_Locations
where can I get tested in Houston?,COVID_Testing_Locations
where can I get tested in alabama,COVID_Testing_Locations
where can I get tested for the coronavirus in New York,COVID_Testing_Locations
Where can I get tested for cover-19,COVID_Testing_Locations
Where can I get tested for coronavirus?,COVID_Testing_Locations
where can i get tested for coronavirus,COVID_Testing_Locations
Where can I get tested for Corona?,COVID_Testing_Locations
where can i get screened?,COVID_Testing_Locations
where can I get a test?,COVID_Testing_Locations
where can I get a test kit,COVID_Testing_Locations
where can I get a test done?,COVID_Testing_Locations
where can I get a test done,COVID_Testing_Locations
where can i get a test,COVID_Testing_Locations
Where can I get a COVID-19 test?,COVID_Testing_Locations
where can I get a coronavirus test,COVID_Testing_Locations
where can I be tested,COVID_Testing_Locations
testing spots for coronavirus?,COVID_Testing_Locations
testing locations?,COVID_Testing_Locations
set an appointment for covid testing,COVID_Testing_Locations
None of those sound like they cover how to get tested. Can you tell me how/where I can get tested?,COVID_Testing_Locations
I want to test myself for coronavirus soon,COVID_Testing_Locations
I want to make an appointment for testing,COVID_Testing_Locations
I want to get tested for covid soon,COVID_Testing_Locations
I want to be tested for covid-19,COVID_Testing_Locations
I want a test for coronavirus,COVID_Testing_Locations
I want a coronavirus test,COVID_Testing_Locations
"I need to get tested, where can I go?",COVID_Testing_Locations
I need to be checked for covid 19.,COVID_Testing_Locations
"I live in Ontario, where can I get tested?",COVID_Testing_Locations
"I live in Austin, where can I get tested for Covid-19",COVID_Testing_Locations
i have symptoms. where can i get tested?,COVID_Testing_Locations
i am in new york where should i get tested,COVID_Testing_Locations
how do you test,COVID_Testing_Locations
How do I get tested?,COVID_Testing_Locations
how do I get screened?,COVID_Testing_Locations
how do i get a test?,COVID_Testing_Locations
how do I get a coronavirus test?,COVID_Testing_Locations
how can i get screened,COVID_Testing_Locations
How can I get a test,COVID_Testing_Locations
How can I get a coronavirus test?,COVID_Testing_Locations
can you direct me to the nearest test center,COVID_Testing_Locations
Can I get tested at Walgreens?,COVID_Testing_Locations
Can I get tested at my doctor's?,COVID_Testing_Locations
Can I test myself at my house?,COVID_Testing_Locations
Where do I go for COVID19 testing?,COVID_Testing_Locations
where I can get tested,COVID_Testing_Locations
where should I go to get screened,COVID_Testing_Locations
Who do I contact if I want to get tested for covid 19 infection?,COVID_Testing_Locations
Should I take Theraflu?,COVID_Treatment_Info
Can I lower my temperature using medication?,COVID_Treatment_Info
Can I take ibuprofen if I have corona virus?,COVID_Treatment_Info
How can I lower my temperature if I have the coronavirus?,COVID_Treatment_Info
can medication reduce fever caused by a possible covid infection?,COVID_Treatment_Info
what medicine should I be taking for Covid 19,COVID_Treatment_Info
How do I treat coronavirus?,COVID_Treatment_Info
How do we treat covid?,COVID_Treatment_Info
How to treat covid?,COVID_Treatment_Info
I heard about a medication for coronavirus treatment,COVID_Treatment_Info
Is there a medication that can help me feel better?,COVID_Treatment_Info
Is there a medication to reduce temperature with covid-19?,COVID_Treatment_Info
What is the treatment for covid-19?,COVID_Treatment_Info
What is the treatment for this disease?,COVID_Treatment_Info
Medication that helps with coronavirus,COVID_Treatment_Info
what kind of medicine should I take,COVID_Treatment_Info
What medicine should I avoid taking if I have coronavirus,COVID_Treatment_Info
Can medication be used to reduce fever?,COVID_Treatment_Info
What medicine should I take for COVID 19,COVID_Treatment_Info
what medicine work best for treatment ?,COVID_Treatment_Info
what medicines should I take if I have coronavirus,COVID_Treatment_Info
what medicines work best,COVID_Treatment_Info
best vitamin to take,COVID_Treatment_Info
When can I expect drugs for the virus?,COVID_Treatment_Vaccine
What's the status of a vaccine?,COVID_Treatment_Vaccine
Is there a vaccine?,COVID_Treatment_Vaccine
Is there a vaccine for this,COVID_Treatment_Vaccine
Is there a vaccine for the coronavirus?,COVID_Treatment_Vaccine
is there a vaccine for Covid-19?,COVID_Treatment_Vaccine
Is there a vaccine for Covid-19,COVID_Treatment_Vaccine
is there a vaccine for covid,COVID_Treatment_Vaccine
Is there a vaccine for coronavirus?,COVID_Treatment_Vaccine
Is there a vaccine for corona virus,COVID_Treatment_Vaccine
Is there a magical cure for covid-19?,COVID_Treatment_Vaccine
Is there a cure for covid-19?,COVID_Treatment_Vaccine
Is there a cure for covid 19?,COVID_Treatment_Vaccine
Is there a covid vaccine?,COVID_Treatment_Vaccine
Is the covid vaccine ready?,COVID_Treatment_Vaccine
Is it possible to estimate how long it will take to administer the drug / vaccine to people?,COVID_Treatment_Vaccine
How long will it be until there is a vaccine?,COVID_Treatment_Vaccine
How long does it take to develop a vaccine?,COVID_Treatment_Vaccine
Covid-19 vaccine?,COVID_Treatment_Vaccine
Why isn't there a vaccine yet?,COVID_Treatment_Vaccine
When will covid-19 medicines be ready?,COVID_Treatment_Vaccine
Thanks,END
finish,END
END,END
stop,END
